MOVIE,member_no,DEPARTMENT.y,gender,gender_count
Rogue One_(2016),51,Production Management_,Men,4
Rogue One_(2016),51,Production Management_,Women,6
Rogue One_(2016),51,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),51,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),51,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),51,Set Decoration by_,Men,1
Rogue One_(2016),51,Sound Department_,Men,58
Rogue One_(2016),51,Sound Department_,Other,1
Rogue One_(2016),51,Sound Department_,Women,6
Rogue One_(2016),51,Special Effects by_,Men,59
Rogue One_(2016),51,Special Effects by_,Other,3
Rogue One_(2016),51,Special Effects by_,Women,10
Rogue One_(2016),51,Stunts_,Men,103
Rogue One_(2016),51,Stunts_,Other,5
Rogue One_(2016),51,Stunts_,Women,16
Rogue One_(2016),51,Thanks_,Men,8
Rogue One_(2016),51,Thanks_,Women,1
Rogue One_(2016),51,Transportation Department_,Men,16
Rogue One_(2016),51,Transportation Department_,Other,1
Rogue One_(2016),51,Visual Effects by_,Men,600
Rogue One_(2016),51,Visual Effects by_,Other,45
Rogue One_(2016),51,Visual Effects by_,Women,160
Rogue One_(2016),51,Writing Credits _,Men,5
Rogue One_(2016),3,Animation Department_,Men,9
Rogue One_(2016),3,Animation Department_,Other,1
Rogue One_(2016),3,Animation Department_,Women,2
Rogue One_(2016),3,Art Department_,Men,168
Rogue One_(2016),3,Art Department_,Other,2
Rogue One_(2016),3,Art Department_,Women,56
Rogue One_(2016),3,Art Direction by_,Men,8
Rogue One_(2016),3,Art Direction by_,Women,4
Rogue One_(2016),3,Camera and Electrical Department_,Men,104
Rogue One_(2016),3,Camera and Electrical Department_,Other,6
Rogue One_(2016),3,Camera and Electrical Department_,Women,12
Rogue One_(2016),3,Casting By_,Women,1
Rogue One_(2016),3,Casting Department_,Men,2
Rogue One_(2016),3,Casting Department_,Women,6
Rogue One_(2016),3,Cinematography by_,Men,1
Rogue One_(2016),3,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),3,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),3,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),3,Costume Design by_,Men,2
Rogue One_(2016),3,Directed by_,Men,1
Rogue One_(2016),3,Editorial Department_,Men,38
Rogue One_(2016),3,Editorial Department_,Women,13
Rogue One_(2016),3,Film Editing by_,Men,3
Rogue One_(2016),3,Location Management_,Men,16
Rogue One_(2016),3,Location Management_,Other,3
Rogue One_(2016),3,Location Management_,Women,3
Rogue One_(2016),3,Makeup Department_,Men,8
Rogue One_(2016),3,Makeup Department_,Other,1
Rogue One_(2016),3,Makeup Department_,Women,25
Rogue One_(2016),3,Music by_,Men,1
Rogue One_(2016),3,Music Department_,Men,32
Rogue One_(2016),3,Music Department_,Women,22
Rogue One_(2016),3,Other crew_,Men,145
Rogue One_(2016),3,Other crew_,Other,4
Rogue One_(2016),3,Other crew_,Women,94
Rogue One_(2016),3,Produced by_,Men,5
Rogue One_(2016),3,Produced by_,Women,5
Rogue One_(2016),3,Production Design by_,Men,2
Rogue One_(2016),3,Production Management_,Men,4
Rogue One_(2016),3,Production Management_,Women,6
Rogue One_(2016),3,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),3,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),3,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),3,Set Decoration by_,Men,1
Rogue One_(2016),3,Sound Department_,Men,58
Rogue One_(2016),3,Sound Department_,Other,1
Rogue One_(2016),3,Sound Department_,Women,6
Rogue One_(2016),3,Special Effects by_,Men,59
Rogue One_(2016),3,Special Effects by_,Other,3
Rogue One_(2016),3,Special Effects by_,Women,10
Rogue One_(2016),3,Stunts_,Men,103
Rogue One_(2016),3,Stunts_,Other,5
Rogue One_(2016),3,Stunts_,Women,16
Rogue One_(2016),3,Thanks_,Men,8
Rogue One_(2016),3,Thanks_,Women,1
Rogue One_(2016),3,Transportation Department_,Men,16
Rogue One_(2016),3,Transportation Department_,Other,1
Rogue One_(2016),3,Visual Effects by_,Men,600
Rogue One_(2016),3,Visual Effects by_,Other,45
Rogue One_(2016),3,Visual Effects by_,Women,160
Rogue One_(2016),3,Writing Credits _,Men,5
Rogue One_(2016),22,Animation Department_,Men,9
Rogue One_(2016),22,Animation Department_,Other,1
Rogue One_(2016),22,Animation Department_,Women,2
Rogue One_(2016),22,Art Department_,Men,168
Rogue One_(2016),22,Art Department_,Other,2
Rogue One_(2016),22,Art Department_,Women,56
Rogue One_(2016),22,Art Direction by_,Men,8
Rogue One_(2016),22,Art Direction by_,Women,4
Rogue One_(2016),22,Camera and Electrical Department_,Men,104
Rogue One_(2016),22,Camera and Electrical Department_,Other,6
Rogue One_(2016),22,Camera and Electrical Department_,Women,12
Rogue One_(2016),22,Casting By_,Women,1
Rogue One_(2016),22,Casting Department_,Men,2
Rogue One_(2016),22,Casting Department_,Women,6
Rogue One_(2016),22,Cinematography by_,Men,1
Rogue One_(2016),22,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),22,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),22,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),22,Costume Design by_,Men,2
Rogue One_(2016),22,Directed by_,Men,1
Rogue One_(2016),22,Editorial Department_,Men,38
Rogue One_(2016),22,Editorial Department_,Women,13
Rogue One_(2016),22,Film Editing by_,Men,3
Rogue One_(2016),22,Location Management_,Men,16
Rogue One_(2016),22,Location Management_,Other,3
Rogue One_(2016),22,Location Management_,Women,3
Rogue One_(2016),22,Makeup Department_,Men,8
Rogue One_(2016),22,Makeup Department_,Other,1
Rogue One_(2016),22,Makeup Department_,Women,25
Rogue One_(2016),22,Music by_,Men,1
Rogue One_(2016),22,Music Department_,Men,32
Rogue One_(2016),22,Music Department_,Women,22
Rogue One_(2016),22,Other crew_,Men,145
Rogue One_(2016),22,Other crew_,Other,4
Rogue One_(2016),22,Other crew_,Women,94
Rogue One_(2016),22,Produced by_,Men,5
Rogue One_(2016),22,Produced by_,Women,5
Rogue One_(2016),22,Production Design by_,Men,2
Rogue One_(2016),22,Production Management_,Men,4
Rogue One_(2016),22,Production Management_,Women,6
Rogue One_(2016),22,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),22,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),22,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),22,Set Decoration by_,Men,1
Rogue One_(2016),22,Sound Department_,Men,58
Rogue One_(2016),22,Sound Department_,Other,1
Rogue One_(2016),22,Sound Department_,Women,6
Rogue One_(2016),22,Special Effects by_,Men,59
Rogue One_(2016),22,Special Effects by_,Other,3
Rogue One_(2016),22,Special Effects by_,Women,10
Rogue One_(2016),22,Stunts_,Men,103
Rogue One_(2016),22,Stunts_,Other,5
Rogue One_(2016),22,Stunts_,Women,16
Rogue One_(2016),22,Thanks_,Men,8
Rogue One_(2016),22,Thanks_,Women,1
Rogue One_(2016),22,Transportation Department_,Men,16
Rogue One_(2016),22,Transportation Department_,Other,1
Rogue One_(2016),22,Visual Effects by_,Men,600
Rogue One_(2016),22,Visual Effects by_,Other,45
Rogue One_(2016),22,Visual Effects by_,Women,160
Rogue One_(2016),22,Writing Credits _,Men,5
Rogue One_(2016),34,Animation Department_,Men,9
Rogue One_(2016),34,Animation Department_,Other,1
Rogue One_(2016),34,Animation Department_,Women,2
Rogue One_(2016),34,Art Department_,Men,168
Rogue One_(2016),34,Art Department_,Other,2
Rogue One_(2016),34,Art Department_,Women,56
Rogue One_(2016),34,Art Direction by_,Men,8
Rogue One_(2016),34,Art Direction by_,Women,4
Rogue One_(2016),34,Camera and Electrical Department_,Men,104
Rogue One_(2016),34,Camera and Electrical Department_,Other,6
Rogue One_(2016),34,Camera and Electrical Department_,Women,12
Rogue One_(2016),34,Casting By_,Women,1
Rogue One_(2016),34,Casting Department_,Men,2
Rogue One_(2016),34,Casting Department_,Women,6
Rogue One_(2016),34,Cinematography by_,Men,1
Rogue One_(2016),34,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),34,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),34,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),34,Costume Design by_,Men,2
Rogue One_(2016),34,Directed by_,Men,1
Rogue One_(2016),34,Editorial Department_,Men,38
Rogue One_(2016),34,Editorial Department_,Women,13
Rogue One_(2016),34,Film Editing by_,Men,3
Rogue One_(2016),34,Location Management_,Men,16
Rogue One_(2016),34,Location Management_,Other,3
Rogue One_(2016),34,Location Management_,Women,3
Rogue One_(2016),34,Makeup Department_,Men,8
Rogue One_(2016),34,Makeup Department_,Other,1
Rogue One_(2016),34,Makeup Department_,Women,25
Rogue One_(2016),34,Music by_,Men,1
Rogue One_(2016),34,Music Department_,Men,32
Rogue One_(2016),34,Music Department_,Women,22
Rogue One_(2016),34,Other crew_,Men,145
Rogue One_(2016),34,Other crew_,Other,4
Rogue One_(2016),34,Other crew_,Women,94
Rogue One_(2016),34,Produced by_,Men,5
Rogue One_(2016),34,Produced by_,Women,5
Rogue One_(2016),34,Production Design by_,Men,2
Rogue One_(2016),34,Production Management_,Men,4
Rogue One_(2016),34,Production Management_,Women,6
Rogue One_(2016),34,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),34,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),34,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),34,Set Decoration by_,Men,1
Rogue One_(2016),34,Sound Department_,Men,58
Rogue One_(2016),34,Sound Department_,Other,1
Rogue One_(2016),34,Sound Department_,Women,6
Rogue One_(2016),34,Special Effects by_,Men,59
Rogue One_(2016),34,Special Effects by_,Other,3
Rogue One_(2016),34,Special Effects by_,Women,10
Rogue One_(2016),34,Stunts_,Men,103
Rogue One_(2016),34,Stunts_,Other,5
Rogue One_(2016),34,Stunts_,Women,16
Rogue One_(2016),34,Thanks_,Men,8
Rogue One_(2016),34,Thanks_,Women,1
Rogue One_(2016),34,Transportation Department_,Men,16
Rogue One_(2016),34,Transportation Department_,Other,1
Rogue One_(2016),34,Visual Effects by_,Men,600
Rogue One_(2016),34,Visual Effects by_,Other,45
Rogue One_(2016),34,Visual Effects by_,Women,160
Rogue One_(2016),34,Writing Credits _,Men,5
Rogue One_(2016),54,Animation Department_,Men,9
Rogue One_(2016),54,Animation Department_,Other,1
Rogue One_(2016),54,Animation Department_,Women,2
Rogue One_(2016),54,Art Department_,Men,168
Rogue One_(2016),54,Art Department_,Other,2
Rogue One_(2016),54,Art Department_,Women,56
Rogue One_(2016),54,Art Direction by_,Men,8
Rogue One_(2016),54,Art Direction by_,Women,4
Rogue One_(2016),54,Camera and Electrical Department_,Men,104
Rogue One_(2016),54,Camera and Electrical Department_,Other,6
Rogue One_(2016),54,Camera and Electrical Department_,Women,12
Rogue One_(2016),54,Casting By_,Women,1
Rogue One_(2016),54,Casting Department_,Men,2
Rogue One_(2016),54,Casting Department_,Women,6
Rogue One_(2016),54,Cinematography by_,Men,1
Rogue One_(2016),54,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),54,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),54,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),54,Costume Design by_,Men,2
Rogue One_(2016),54,Directed by_,Men,1
Rogue One_(2016),54,Editorial Department_,Men,38
Rogue One_(2016),54,Editorial Department_,Women,13
Rogue One_(2016),54,Film Editing by_,Men,3
Rogue One_(2016),54,Location Management_,Men,16
Rogue One_(2016),54,Location Management_,Other,3
Rogue One_(2016),54,Location Management_,Women,3
Rogue One_(2016),54,Makeup Department_,Men,8
Rogue One_(2016),54,Makeup Department_,Other,1
Rogue One_(2016),54,Makeup Department_,Women,25
Rogue One_(2016),54,Music by_,Men,1
Rogue One_(2016),54,Music Department_,Men,32
Rogue One_(2016),54,Music Department_,Women,22
Rogue One_(2016),54,Other crew_,Men,145
Rogue One_(2016),54,Other crew_,Other,4
Rogue One_(2016),54,Other crew_,Women,94
Rogue One_(2016),54,Produced by_,Men,5
Rogue One_(2016),54,Produced by_,Women,5
Rogue One_(2016),54,Production Design by_,Men,2
Rogue One_(2016),54,Production Management_,Men,4
Rogue One_(2016),54,Production Management_,Women,6
Rogue One_(2016),54,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),54,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),54,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),54,Set Decoration by_,Men,1
Rogue One_(2016),54,Sound Department_,Men,58
Rogue One_(2016),54,Sound Department_,Other,1
Rogue One_(2016),54,Sound Department_,Women,6
Rogue One_(2016),54,Special Effects by_,Men,59
Rogue One_(2016),54,Special Effects by_,Other,3
Rogue One_(2016),54,Special Effects by_,Women,10
Rogue One_(2016),54,Stunts_,Men,103
Rogue One_(2016),54,Stunts_,Other,5
Rogue One_(2016),54,Stunts_,Women,16
Rogue One_(2016),54,Thanks_,Men,8
Rogue One_(2016),54,Thanks_,Women,1
Rogue One_(2016),54,Transportation Department_,Men,16
Rogue One_(2016),54,Transportation Department_,Other,1
Rogue One_(2016),54,Visual Effects by_,Men,600
Rogue One_(2016),54,Visual Effects by_,Other,45
Rogue One_(2016),54,Visual Effects by_,Women,160
Rogue One_(2016),54,Writing Credits _,Men,5
Rogue One_(2016),243,Animation Department_,Men,9
Rogue One_(2016),243,Animation Department_,Other,1
Rogue One_(2016),243,Animation Department_,Women,2
Rogue One_(2016),243,Art Department_,Men,168
Rogue One_(2016),243,Art Department_,Other,2
Rogue One_(2016),243,Art Department_,Women,56
Rogue One_(2016),243,Art Direction by_,Men,8
Rogue One_(2016),243,Art Direction by_,Women,4
Rogue One_(2016),243,Camera and Electrical Department_,Men,104
Rogue One_(2016),243,Camera and Electrical Department_,Other,6
Rogue One_(2016),243,Camera and Electrical Department_,Women,12
Rogue One_(2016),243,Casting By_,Women,1
Rogue One_(2016),243,Casting Department_,Men,2
Rogue One_(2016),243,Casting Department_,Women,6
Rogue One_(2016),243,Cinematography by_,Men,1
Rogue One_(2016),243,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),243,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),243,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),243,Costume Design by_,Men,2
Rogue One_(2016),243,Directed by_,Men,1
Rogue One_(2016),243,Editorial Department_,Men,38
Rogue One_(2016),243,Editorial Department_,Women,13
Rogue One_(2016),243,Film Editing by_,Men,3
Rogue One_(2016),243,Location Management_,Men,16
Rogue One_(2016),243,Location Management_,Other,3
Rogue One_(2016),243,Location Management_,Women,3
Rogue One_(2016),243,Makeup Department_,Men,8
Rogue One_(2016),243,Makeup Department_,Other,1
Rogue One_(2016),243,Makeup Department_,Women,25
Rogue One_(2016),243,Music by_,Men,1
Rogue One_(2016),243,Music Department_,Men,32
Rogue One_(2016),243,Music Department_,Women,22
Rogue One_(2016),243,Other crew_,Men,145
Rogue One_(2016),243,Other crew_,Other,4
Rogue One_(2016),243,Other crew_,Women,94
Rogue One_(2016),243,Produced by_,Men,5
Rogue One_(2016),243,Produced by_,Women,5
Rogue One_(2016),243,Production Design by_,Men,2
Rogue One_(2016),243,Production Management_,Men,4
Rogue One_(2016),243,Production Management_,Women,6
Rogue One_(2016),243,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),243,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),243,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),243,Set Decoration by_,Men,1
Rogue One_(2016),243,Sound Department_,Men,58
Rogue One_(2016),243,Sound Department_,Other,1
Rogue One_(2016),243,Sound Department_,Women,6
Rogue One_(2016),243,Special Effects by_,Men,59
Rogue One_(2016),243,Special Effects by_,Other,3
Rogue One_(2016),243,Special Effects by_,Women,10
Rogue One_(2016),243,Stunts_,Men,103
Rogue One_(2016),243,Stunts_,Other,5
Rogue One_(2016),243,Stunts_,Women,16
Rogue One_(2016),243,Thanks_,Men,8
Rogue One_(2016),243,Thanks_,Women,1
Rogue One_(2016),243,Transportation Department_,Men,16
Rogue One_(2016),243,Transportation Department_,Other,1
Rogue One_(2016),243,Visual Effects by_,Men,600
Rogue One_(2016),243,Visual Effects by_,Other,45
Rogue One_(2016),243,Visual Effects by_,Women,160
Rogue One_(2016),243,Writing Credits _,Men,5
Rogue One_(2016),10,Animation Department_,Men,9
Rogue One_(2016),10,Animation Department_,Other,1
Rogue One_(2016),10,Animation Department_,Women,2
Rogue One_(2016),10,Art Department_,Men,168
Rogue One_(2016),10,Art Department_,Other,2
Rogue One_(2016),10,Art Department_,Women,56
Rogue One_(2016),10,Art Direction by_,Men,8
Rogue One_(2016),10,Art Direction by_,Women,4
Rogue One_(2016),10,Camera and Electrical Department_,Men,104
Rogue One_(2016),10,Camera and Electrical Department_,Other,6
Rogue One_(2016),10,Camera and Electrical Department_,Women,12
Rogue One_(2016),10,Casting By_,Women,1
Rogue One_(2016),10,Casting Department_,Men,2
Rogue One_(2016),10,Casting Department_,Women,6
Rogue One_(2016),10,Cinematography by_,Men,1
Rogue One_(2016),10,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),10,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),10,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),10,Costume Design by_,Men,2
Rogue One_(2016),10,Directed by_,Men,1
Rogue One_(2016),10,Editorial Department_,Men,38
Rogue One_(2016),10,Editorial Department_,Women,13
Rogue One_(2016),10,Film Editing by_,Men,3
Rogue One_(2016),10,Location Management_,Men,16
Rogue One_(2016),10,Location Management_,Other,3
Rogue One_(2016),10,Location Management_,Women,3
Rogue One_(2016),10,Makeup Department_,Men,8
Rogue One_(2016),10,Makeup Department_,Other,1
Rogue One_(2016),10,Makeup Department_,Women,25
Rogue One_(2016),10,Music by_,Men,1
Rogue One_(2016),10,Music Department_,Men,32
Rogue One_(2016),10,Music Department_,Women,22
Rogue One_(2016),10,Other crew_,Men,145
Rogue One_(2016),10,Other crew_,Other,4
Rogue One_(2016),10,Other crew_,Women,94
Rogue One_(2016),10,Produced by_,Men,5
Rogue One_(2016),10,Produced by_,Women,5
Rogue One_(2016),10,Production Design by_,Men,2
Rogue One_(2016),10,Production Management_,Men,4
Rogue One_(2016),10,Production Management_,Women,6
Rogue One_(2016),10,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),10,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),10,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),10,Set Decoration by_,Men,1
Rogue One_(2016),10,Sound Department_,Men,58
Rogue One_(2016),10,Sound Department_,Other,1
Rogue One_(2016),10,Sound Department_,Women,6
Rogue One_(2016),10,Special Effects by_,Men,59
Rogue One_(2016),10,Special Effects by_,Other,3
Rogue One_(2016),10,Special Effects by_,Women,10
Rogue One_(2016),10,Stunts_,Men,103
Rogue One_(2016),10,Stunts_,Other,5
Rogue One_(2016),10,Stunts_,Women,16
Rogue One_(2016),10,Thanks_,Men,8
Rogue One_(2016),10,Thanks_,Women,1
Rogue One_(2016),10,Transportation Department_,Men,16
Rogue One_(2016),10,Transportation Department_,Other,1
Rogue One_(2016),10,Visual Effects by_,Men,600
Rogue One_(2016),10,Visual Effects by_,Other,45
Rogue One_(2016),10,Visual Effects by_,Women,160
Rogue One_(2016),10,Writing Credits _,Men,5
Rogue One_(2016),32,Animation Department_,Men,9
Rogue One_(2016),32,Animation Department_,Other,1
Rogue One_(2016),32,Animation Department_,Women,2
Rogue One_(2016),32,Art Department_,Men,168
Rogue One_(2016),32,Art Department_,Other,2
Rogue One_(2016),32,Art Department_,Women,56
Rogue One_(2016),32,Art Direction by_,Men,8
Rogue One_(2016),32,Art Direction by_,Women,4
Rogue One_(2016),32,Camera and Electrical Department_,Men,104
Rogue One_(2016),32,Camera and Electrical Department_,Other,6
Rogue One_(2016),32,Camera and Electrical Department_,Women,12
Rogue One_(2016),32,Casting By_,Women,1
Rogue One_(2016),32,Casting Department_,Men,2
Rogue One_(2016),32,Casting Department_,Women,6
Rogue One_(2016),32,Cinematography by_,Men,1
Rogue One_(2016),32,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),32,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),32,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),32,Costume Design by_,Men,2
Rogue One_(2016),32,Directed by_,Men,1
Rogue One_(2016),32,Editorial Department_,Men,38
Rogue One_(2016),32,Editorial Department_,Women,13
Rogue One_(2016),32,Film Editing by_,Men,3
Rogue One_(2016),32,Location Management_,Men,16
Rogue One_(2016),32,Location Management_,Other,3
Rogue One_(2016),32,Location Management_,Women,3
Rogue One_(2016),32,Makeup Department_,Men,8
Rogue One_(2016),32,Makeup Department_,Other,1
Rogue One_(2016),32,Makeup Department_,Women,25
Rogue One_(2016),32,Music by_,Men,1
Rogue One_(2016),32,Music Department_,Men,32
Rogue One_(2016),32,Music Department_,Women,22
Rogue One_(2016),32,Other crew_,Men,145
Rogue One_(2016),32,Other crew_,Other,4
Rogue One_(2016),32,Other crew_,Women,94
Rogue One_(2016),32,Produced by_,Men,5
Rogue One_(2016),32,Produced by_,Women,5
Rogue One_(2016),32,Production Design by_,Men,2
Rogue One_(2016),32,Production Management_,Men,4
Rogue One_(2016),32,Production Management_,Women,6
Rogue One_(2016),32,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),32,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),32,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),32,Set Decoration by_,Men,1
Rogue One_(2016),32,Sound Department_,Men,58
Rogue One_(2016),32,Sound Department_,Other,1
Rogue One_(2016),32,Sound Department_,Women,6
Rogue One_(2016),32,Special Effects by_,Men,59
Rogue One_(2016),32,Special Effects by_,Other,3
Rogue One_(2016),32,Special Effects by_,Women,10
Rogue One_(2016),32,Stunts_,Men,103
Rogue One_(2016),32,Stunts_,Other,5
Rogue One_(2016),32,Stunts_,Women,16
Rogue One_(2016),32,Thanks_,Men,8
Rogue One_(2016),32,Thanks_,Women,1
Rogue One_(2016),32,Transportation Department_,Men,16
Rogue One_(2016),32,Transportation Department_,Other,1
Rogue One_(2016),32,Visual Effects by_,Men,600
Rogue One_(2016),32,Visual Effects by_,Other,45
Rogue One_(2016),32,Visual Effects by_,Women,160
Rogue One_(2016),32,Writing Credits _,Men,5
Rogue One_(2016),65,Animation Department_,Men,9
Rogue One_(2016),65,Animation Department_,Other,1
Rogue One_(2016),65,Animation Department_,Women,2
Rogue One_(2016),65,Art Department_,Men,168
Rogue One_(2016),65,Art Department_,Other,2
Rogue One_(2016),65,Art Department_,Women,56
Rogue One_(2016),65,Art Direction by_,Men,8
Rogue One_(2016),65,Art Direction by_,Women,4
Rogue One_(2016),65,Camera and Electrical Department_,Men,104
Rogue One_(2016),65,Camera and Electrical Department_,Other,6
Rogue One_(2016),65,Camera and Electrical Department_,Women,12
Rogue One_(2016),65,Casting By_,Women,1
Rogue One_(2016),65,Casting Department_,Men,2
Rogue One_(2016),65,Casting Department_,Women,6
Rogue One_(2016),65,Cinematography by_,Men,1
Rogue One_(2016),65,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),65,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),65,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),65,Costume Design by_,Men,2
Rogue One_(2016),65,Directed by_,Men,1
Rogue One_(2016),65,Editorial Department_,Men,38
Rogue One_(2016),65,Editorial Department_,Women,13
Rogue One_(2016),65,Film Editing by_,Men,3
Rogue One_(2016),65,Location Management_,Men,16
Rogue One_(2016),65,Location Management_,Other,3
Rogue One_(2016),65,Location Management_,Women,3
Rogue One_(2016),65,Makeup Department_,Men,8
Rogue One_(2016),65,Makeup Department_,Other,1
Rogue One_(2016),65,Makeup Department_,Women,25
Rogue One_(2016),65,Music by_,Men,1
Rogue One_(2016),65,Music Department_,Men,32
Rogue One_(2016),65,Music Department_,Women,22
Rogue One_(2016),65,Other crew_,Men,145
Rogue One_(2016),65,Other crew_,Other,4
Rogue One_(2016),65,Other crew_,Women,94
Rogue One_(2016),65,Produced by_,Men,5
Rogue One_(2016),65,Produced by_,Women,5
Rogue One_(2016),65,Production Design by_,Men,2
Rogue One_(2016),65,Production Management_,Men,4
Rogue One_(2016),65,Production Management_,Women,6
Rogue One_(2016),65,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),65,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),65,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),65,Set Decoration by_,Men,1
Rogue One_(2016),65,Sound Department_,Men,58
Rogue One_(2016),65,Sound Department_,Other,1
Rogue One_(2016),65,Sound Department_,Women,6
Rogue One_(2016),65,Special Effects by_,Men,59
Rogue One_(2016),65,Special Effects by_,Other,3
Rogue One_(2016),65,Special Effects by_,Women,10
Rogue One_(2016),65,Stunts_,Men,103
Rogue One_(2016),65,Stunts_,Other,5
Rogue One_(2016),65,Stunts_,Women,16
Rogue One_(2016),65,Thanks_,Men,8
Rogue One_(2016),65,Thanks_,Women,1
Rogue One_(2016),65,Transportation Department_,Men,16
Rogue One_(2016),65,Transportation Department_,Other,1
Rogue One_(2016),65,Visual Effects by_,Men,600
Rogue One_(2016),65,Visual Effects by_,Other,45
Rogue One_(2016),65,Visual Effects by_,Women,160
Rogue One_(2016),65,Writing Credits _,Men,5
Rogue One_(2016),72,Animation Department_,Men,9
Rogue One_(2016),72,Animation Department_,Other,1
Rogue One_(2016),72,Animation Department_,Women,2
Rogue One_(2016),72,Art Department_,Men,168
Rogue One_(2016),72,Art Department_,Other,2
Rogue One_(2016),72,Art Department_,Women,56
Rogue One_(2016),72,Art Direction by_,Men,8
Rogue One_(2016),72,Art Direction by_,Women,4
Rogue One_(2016),72,Camera and Electrical Department_,Men,104
Rogue One_(2016),72,Camera and Electrical Department_,Other,6
Rogue One_(2016),72,Camera and Electrical Department_,Women,12
Rogue One_(2016),72,Casting By_,Women,1
Rogue One_(2016),72,Casting Department_,Men,2
Rogue One_(2016),72,Casting Department_,Women,6
Rogue One_(2016),72,Cinematography by_,Men,1
Rogue One_(2016),72,Costume and Wardrobe Department_,Men,23
Rogue One_(2016),72,Costume and Wardrobe Department_,Other,4
Rogue One_(2016),72,Costume and Wardrobe Department_,Women,49
Rogue One_(2016),72,Costume Design by_,Men,2
Rogue One_(2016),72,Directed by_,Men,1
Rogue One_(2016),72,Editorial Department_,Men,38
Rogue One_(2016),72,Editorial Department_,Women,13
Rogue One_(2016),72,Film Editing by_,Men,3
Rogue One_(2016),72,Location Management_,Men,16
Rogue One_(2016),72,Location Management_,Other,3
Rogue One_(2016),72,Location Management_,Women,3
Rogue One_(2016),72,Makeup Department_,Men,8
Rogue One_(2016),72,Makeup Department_,Other,1
Rogue One_(2016),72,Makeup Department_,Women,25
Rogue One_(2016),72,Music by_,Men,1
Rogue One_(2016),72,Music Department_,Men,32
Rogue One_(2016),72,Music Department_,Women,22
Rogue One_(2016),72,Other crew_,Men,145
Rogue One_(2016),72,Other crew_,Other,4
Rogue One_(2016),72,Other crew_,Women,94
Rogue One_(2016),72,Produced by_,Men,5
Rogue One_(2016),72,Produced by_,Women,5
Rogue One_(2016),72,Production Design by_,Men,2
Rogue One_(2016),72,Production Management_,Men,4
Rogue One_(2016),72,Production Management_,Women,6
Rogue One_(2016),72,Second Unit Director or Assistant Director_,Men,21
Rogue One_(2016),72,Second Unit Director or Assistant Director_,Other,3
Rogue One_(2016),72,Second Unit Director or Assistant Director_,Women,8
Rogue One_(2016),72,Set Decoration by_,Men,1
Rogue One_(2016),72,Sound Department_,Men,58
Rogue One_(2016),72,Sound Department_,Other,1
